ID,RiskScore
0,31.998297199600167
1,52.64018006926137
2,28.82153786524329
3,35.62449151424292
4,35.25248301455331
5,69.81874585380189
6,30.63226738198015
7,33.20963197663888
8,35.75501218141253
9,65.96169553918033
10,32.22518600522576
11,30.989189863351445
12,71.39639581242284
13,35.91880929548051
14,34.172178013545576
15,55.76312318444287
16,22.270788108105982
17,34.45810408419396
18,65.56070145091394
19,55.22090137557286
20,73.29772465662772
21,33.073925766366536
22,70.55910257374666
23,43.40436126947762
24,48.51623667200868
25,26.44762423489552
26,29.56546499036294
27,27.044261879360043
28,54.679999720723124
29,76.15336867095607
30,29.63412358385008
31,68.46946291913342
32,32.42557315561647
33,29.896658206495307
34,38.05424595211504
35,36.08482037042962
36,68.69922545754446
37,53.81381628024677
38,52.092081054690325
39,74.43623144657599
40,69.96727728403737
41,44.8476887840991
42,83.93832163554019
43,19.93042180430377
44,51.89999539445978
45,30.111768504424916
46,31.774086128131472
47,69.34067862644807
48,28.552346365728436
49,36.65692580634182
50,69.26001966508
51,58.1094379068603
52,42.76314260977079
53,23.438060872901456
54,31.811029110749686
55,38.343519016582825
56,70.5024388632309
57,35.08518757055406
58,41.77796988305717
59,63.94476229483787
60,67.43022843259243
61,47.27018010407663
62,31.32051807931287
63,87.27070424578784
64,28.951325208726526
65,34.11682892214263
66,63.20086402309176
67,62.11676295404975
68,38.72863735810013
69,70.10307380584828
70,35.26342501478312
71,41.6853286845661
72,52.06371559147701
73,48.806114605724204
74,44.92371550244422
75,67.25068109175629
76,67.43425601317769
77,25.277591660351135
78,53.990764349135546
79,61.64590879186796
80,68.87158377193595
81,53.64338193095366
82,60.895268346221144
83,34.04865257437819
84,69.13693672962557
85,73.7616134745856
86,64.14129965336426
87,24.461185268655438
88,35.40662153039539
89,73.36272260944858
90,34.88048768706161
91,43.36043863168259
92,40.672987631704515
93,29.82618991352736
94,37.68691430272206
95,37.883559023499984
96,32.088164457665435
97,68.66419855670969
98,37.15803096135545
99,65.77414813157503
100,33.19240532370016
101,33.14467185554409
102,68.08372683535988
103,75.72686250538152
104,31.82504756584708
105,78.79548798289407
106,77.63639492649773
107,69.78494202417423
108,37.13110415071877
109,69.55981147557085
110,51.41498960381819
111,67.26258874894508
112,76.54119711763101
113,57.93963249316514
114,68.04810995838267
115,31.786660905381623
116,70.47658633719159
117,54.079489284068586
118,40.130815483319395
119,46.162011258189004
120,23.11213881485438
121,76.24208664828205
122,33.739786137647776
123,51.02661921472533
124,33.15550289558537
125,59.91385553505724
126,20.629047501998222
127,28.21450632833546
128,33.89291714182205
129,63.849498987964175
130,29.57029664575753
131,70.63425550491924
132,71.79386163379132
133,79.74470083215982
134,25.03340309662881
135,36.817219880335486
136,22.304968797089032
137,41.86413589123854
138,31.758009375000526
139,48.84497770784975
140,40.86219177521649
141,38.175887697982105
142,27.670243814959125
143,26.431627947749163
144,65.67444892509083
145,32.613357285504044
146,44.123245422229644
147,63.72933332180934
148,67.74449901488083
149,70.71211677627628
150,45.00826677457789
151,33.89839673809574
152,75.13638907860137
153,48.736390089739274
154,61.48276830141968
155,29.886102319872847
156,69.4158228398441
157,62.554526689718486
158,68.10560693816909
159,74.38488797698678
160,33.70919749544705
161,37.46262647321459
162,72.05042513816043
163,38.49570015470191
164,39.15468887369979
165,52.56115526142105
166,38.88976103590598
167,35.359882753620546
168,36.885509607641104
169,29.85448484454514
170,39.18436444559766
171,51.15741588592914
172,69.0714915633196
173,45.34776284041504
174,30.567043156851195
175,60.34480784450318
176,50.68733637387107
177,39.995332954025905
178,48.873776432744215
179,72.5462854622747
180,50.14101246562866
181,29.797744442816644
182,59.53460941733326
183,69.49912881625123
184,72.22210017996021
185,66.04752634883926
186,68.00265624235524
187,52.7446190145843
188,34.04527835177387
189,24.048508320576957
190,30.83637358575782
191,72.61762129922754
192,51.79253438453253
193,28.53537656288707
194,68.11091904690763
195,24.219206623243995
196,32.67983566747092
197,57.62099100457106
198,60.67247362583376
199,36.6042634185803
200,30.762713754983416
201,55.98142598398327
202,32.69383198911677
203,35.04714115513344
204,69.54124273784731
205,58.95050778336158
206,67.15359474578275
207,38.71612360332606
208,49.983064682171815
209,59.30761697011238
210,31.33628832917546
211,30.712012044037913
212,75.52757707976676
213,65.4075482254006
214,39.124541928116216
215,55.720287955883585
216,63.19122011639631
217,63.692287722052335
218,51.124111759690884
219,30.816811384643195
220,32.5961064639412
221,34.28281218479044
222,29.635778386195046
223,55.66708106439513
224,28.14443446913587
225,66.63356594024698
226,64.64091911053117
227,37.626314630340346
228,40.868212126905654
229,41.15838085553846
230,44.38421734566118
231,49.67637409910446
232,35.69758395223227
233,47.84923773360578
234,76.04733994160954
235,63.94105567046255
236,30.226416847288338
237,48.167410501910716
238,68.38733420393375
239,32.475389610670085
240,66.17686446933453
241,73.4803370127689
242,43.14205415209526
243,68.15214042540275
244,68.70980849297857
245,64.98150276170686
246,24.709801093852796
247,43.34646935143569
248,76.68115119854593
249,26.816536550242112
250,66.58261619445402
251,33.18259037891402
252,36.73394000963353
253,47.46013086653062
254,54.56525838992181
255,30.156382507864166
256,55.18162051671571
257,73.02454931320969
258,66.96134691971814
259,29.458875412911024
260,49.96424579234788
261,47.08250440310171
262,26.500361733670694
263,75.56707597958325
264,66.42947836065844
265,27.778825623909082
266,45.61567457861869
267,26.574865096203794
268,64.91512367722893
269,76.53098726177595
270,53.08821053825398
271,74.65440884160556
272,31.00230141343845
273,46.613463018548536
274,30.98873356977786
275,48.36252577935286
276,61.82054252345601
277,34.86312895432512
278,59.79660691091213
279,30.5613925961829
280,62.501915118259156
281,60.72328444674847
282,53.27576920106178
283,55.89872709373368
284,35.37474468376821
285,30.9933348422556
286,30.577587657787767
287,69.20376582058597
288,50.57751621451659
289,35.86814437559396
290,48.11479982945865
291,36.75711824974472
292,56.14580316512215
293,71.48046920595104
294,33.1709025213596
295,71.08389740141652
296,75.64084335325649
297,29.3799485255896
298,40.13600993635526
299,71.2082371651403
300,44.64808623333591
301,76.79061571901315
302,60.09469382786713
303,35.435622951254146
304,60.0324807215819
305,29.369851548719303
306,35.58105144894352
307,69.53030783776272
308,50.356919530997224
309,29.81227310824716
310,68.07626602566508
311,54.07132197302436
312,43.207122296554886
313,45.3671820733368
314,68.72943073211823
315,74.37917848210661
316,37.68847949422169
317,33.088529259919504
318,56.67408862627924
319,34.846716467764196
320,28.895931237743977
321,37.84814262246869
322,71.302469718549
323,64.6520496556256
324,91.61396627559101
325,34.3937753270408
326,69.0037917676873
327,31.70057083981568
328,46.39796393190853
329,30.063134652050238
330,36.512397322490074
331,79.59930163625809
332,24.666738054708496
333,71.42226204895711
334,59.25281132065171
335,64.05950014479345
336,61.84231473315198
337,25.064115667118298
338,32.93067074404658
339,42.85897168595234
340,72.45782415530556
341,76.17434992925344
342,72.14771213377513
343,65.46678234945931
344,31.101996627836165
345,34.52708433963405
346,37.62866227181763
347,36.03279829731515
348,41.159940209730884
349,25.556850985358416
350,48.38230620602932
351,31.736888015302085
352,53.20985490942597
353,24.90097149059968
354,22.10782751175197
355,31.675597824555002
356,26.850806498750483
357,29.719626130968447
358,31.601295581087882
359,68.3914691551126
360,32.9078127659112
361,30.37381175594021
362,32.518766872276444
363,65.40111088240629
364,51.953029480716445
365,45.013172972313086
366,53.8937075132114
367,29.75732491856045
368,61.36843305463557
369,52.51739694354144
370,37.72400466867761
371,26.80919933891012
372,34.62178172155841
373,71.92699921161953
374,53.932219907895266
375,37.02555161658958
376,27.2541769214673
377,64.46264305901478
378,53.49181213014583
379,65.53494643213394
380,33.85058886698943
381,30.53451368686355
382,59.49122880743523
383,70.51573138596619
384,42.434175084155264
